Season,Episode,Game,Round,Question,Question Text,Contestant ID,Contestant Answer,Panelist 1 Answer,Panelist 1 Matched,Panelist 2 Answer,Panelist 2 Matched,Panelist 3 Answer,Panelist 3 Matched,Panelist 4 Answer,Panelist 4 Matched,Panelist 5 Answer,Panelist 5 Matched,Panelist 6 Answer,Panelist 6 Matched,Alternate Panelist,Alternate Panelist Position,Notes
73,34,48,1,A,"Because Joey was Italian, he bought a sweatshirt with a picture of blank on it.",49,the godfather,columbus,no,mussolini,no,the godfather,yes,the godfather,yes,spaghetti,no,marcello mastroianni,no,,,
73,34,48,2,B,John got a blank in Hawaii.,50,lei,,,,,,,,,,,surfboard,no,,,
73,34,48,2,A,"Brett said, ""Jack embarrasses me. Every time he passes a pretty girl, he blanks.""",49,winks,stares,no,stares,no,,,,,,,,,,,
73,35,49,1,B,"John said, ""This party dip tastes awful!"" and Mary replied, ""That isn't party dip, you dummy, it's blank!""",51,glue,sour cream,no,cat food,no,mayonnaise,no,glue,yes,shoe polish,no,dog food,no,,,
73,35,49,1,A,"The sultan had two hundred wives in his harem, and they all blanked.",50,danced,ran away,no,hated him,no,loved him,no,ate like horses,no,cheated,no,loved him,no,,,
73,35,49,2,B,"Julian said, ""If there's one thing I can't stand, it's a fat blank.""",51,girl,broad,yes,hooker,no,broad,yes,,,head,no,behind,no,,,
73,35,49,2,A,"Mike said, ""Enid's laugh drives me crazy. It sounds like blank.""",50,hyena,woody the woodpecker,no,hyena,yes,a hyena,yes,a foghorn,no,she's laying an egg,no,a cackling hen,no,,,
73,36,50,1,B,Herman the cannibal got so carried away at the feast that he ate his own blank.,52,hands,wife,no,mother,no,nose,no,foot,no,hand,yes,wife,no,,,
73,36,50,1,A,"Bob said, ""Whenever I get romantic, Jane starts to blank.""",51,giggle,snooze,no,throw up,no,leave the room,no,doze off,no,laugh,yes,sleep,no,,,
73,36,50,2,B,Martha's got the biggest blank in town.,52,behind,mouth,no,mouth,no,feet,no,butt,yes,,,mouth,no,,,
73,36,50,2,A,Everybody in the movie theater was disturbed by Marvin's blanking.,51,snoring,snoring,yes,snoring,yes,,,necking,no,,,necking,no,,,
73,36,51,1,A,Ellen sneezed so hard her blank came off.,53,wig,dress,no,mustache,no,wig,yes,spectacles,no,wig,yes,wig,yes,,,
73,36,51,1,B,"Her mother said to Sally, ""Now that you're pregnant, you really should blank.""",51,get married,get married,yes,get married,yes,get married,yes,get married,yes,marry,yes,get married,yes,,,
73,36,51,2,A,"J. Harrison Farquhar the Third is so rich, he had a blank installed on his horse.",53,telephone,toilet,no,john,no,,,,,,,,,,,
73,37,52,1,B,Fred had an American flag on his blank.,54,chest,car,no,chest,yes,chest,yes,thigh,no,jeans,no,coffin,no,,,
73,37,52,1,A,"Mary said to John, ""Your waterbed makes me blank.""",51,seasick,seasick,yes,seasick,yes,seasick,yes,seasick,yes,queasy,no,seasick,yes,,,
73,37,52,2,B,"Frank said to Doris, ""This is the first time I've ever seen you blank.""",54,naked,nude,yes,,,,,nude,yes,nude,yes,naked,yes,,,
73,37,52,2,A,"Snow White said, ""With seven dwarves living in my house, boy, is my blank crowded.""",51,bedroom,,,,,,,,,bed,no,,,,,
73,37,53,1,A,Stephanie's blank was crooked.,55,hairpiece,seam,no,spine,no,corkscrew,no,stocking seams,no,nose,no,nose,no,,,
73,38,53,1,B,"Mrs. Kangaroo said to her son, ""I've told you a million times, don't bring blank into my pouch.""",54,candy,tobacco,no,your girlfriend,no,mud,no,cookies,no,crackers,no,waltzing matilda,no,,,
73,38,53,2,B,Debbie never blanks on Sunday.,55,drinks,sleeps,no,hooks,no,works,no,works,no,necks,no,works,no,,,
73,38,53,2,A,Peter came home with a case of blank.,54,beer,booze,no,beer,yes,,,,,,,,,,,
73,38,54,1,A,"Janice said to Harold, ""I'm sick of hearing you brag about your blank.""",56,good looks,golf,no,mother,no,bowling,no,girlfriends,no,conquests,no,sex appeal,no,,,
73,38,54,1,B,"Ann said, ""I'll never forget it. Harry proposed to me in blank.""",54,bed,a canoe,no,bed,yes,nude,no,a clown costume,no,bed,yes,polish,no,,,
73,38,54,2,A,Boris is so manly he even has hair on his blank.,56,back,ears,no,elbows,no,knees,no,hands,no,chest,no,back,yes,,,
73,39,55,1,B,"Larry said, ""I just saw something interesting. Two people were blanking in the elevator.""",57,necking,kissing,yes,necking,yes,kissing,yes,kissing,yes,loving,yes,fighting,no,,,
73,39,55,1,A,You could tell the prince used to be a frog by his blank.,54,voice,hopping around,no,scaly skin,no,webbed feet,no,croaking voice,yes,warts,no,croak,yes,,,
73,39,55,2,B,Helen's blank was really tight.,57,girdle,,,,,,,,,,,girdle,yes,,,
73,39,55,2,A,"Barbara said, ""I don’t want to go camping. Last time we went, I got blank.""",54,sick,mosquito bites,no,,,,,,,,,,,,,
73,39,56,1,A,"Bob said, ""I had this wild dream last night. I dreamed I was a blank.""",58,woman,maidenform brassiere,no,movie star,no,fairy,no,sheik,no,king,no,millionaire,no,,,
73,40,56,1,B,Irving was half blank.,57,crocked,scotch,no,stoned,yes,blind,no,smashed,yes,drunk,yes,crocked,yes,,,
73,40,56,2,B,Kathy's hair is so long it covers her blank.,58,bottom,stomach,no,behind,yes,behind,yes,body,no,bottom,yes,all,no,,,
73,40,57,1,A,"The 102-year-old man said, ""Oh boy, I'm getting so old I can hardly blank anymore.""",59,walk,play polo,no,make love,no,dance,no,flirt,no,love,no,make love,no,,,
73,40,57,1,B,Eva couldn't get much sleep because the man upstairs was a blank.,57,musician,trombone player,no,tap dancer,no,flamenco dancer,no,drummer,no,trumpet player,no,noisy neighbor,no,,,
73,40,57,2,A,"The private said, ""When I look at that sergeant's face long enough, he begins to look a lot like blank.""",59,a dog,my mother-in-law,no,my wife,no,betty grable,no,my mother-in-law,no,king kong,no,raquel welch,no,,,
73,40,57,2,B,Tom hasn't washed his blank in a week.,57,shorts,face,no,feet,no,undies,yes,,,,,,,,,
73,41,58,1,A,"The psychiatrist said to his secretary, ""My next patient thinks he's a dog, so whatever you do, don't act like a blank.""",60,cat,tree,no,cat,yes,tree,no,tree,no,bitch,no,cat,yes,,,
73,41,58,1,B,Joe's tongue was so long he could touch his blank with it.,57,chest,nose,no,knee,no,nose,no,chin,no,back,no,nose,no,,,
73,41,58,2,A,David blanked into the Grand Canyon.,60,shouted,spit,no,,,spit,no,spit,no,spit,no,,,,,
73,41,58,2,B,Bill and Marcia were having a lovely evening until the blank collapsed.,57,bed,bed,yes,bed,yes,bed,yes,,,,,,,,,
73,41,59,1,B,"Jack said, ""Brett was a lot blanker when I married her.""",61,sexier,younger,no,younger,no,younger,no,nicer,no,taller,no,nicer,no,,,
73,42,59,1,A,"If Noah had to do the ark thing all over again, he'd leave the blanks behind.",57,asses,bear,no,elephants,no,elephants,no,people,no,termites,no,monkeys,no,,,
73,42,59,2,B,Frank was embarrassed because his blank squeaked.,61,shoes,shoes,yes,shoes,yes,shoes,yes,shoes,yes,shoes,yes,shoes,yes,,,
73,42,59,2,A,"Janet was so absent-minded, she sprayed blank on her hair.",57,room deodorant,deodorant,yes,deodorant,yes,powder,no,,,,,,,,,
73,42,60,1,B,Did you hear what happened to Jennifer? She fell into the blank and was never heard of again.,62,ocean,well,no,river,no,well,no,well,no,washing machine,no,river,no,,,
73,42,60,1,A,Tom quit the French Foreign Legion to get away from blank.,61,his sergeant,the beach,no,his friend,no,lice,no,his wife,no,sand,no,boys,no,,,
73,42,60,2,B,"Shirley said to Alex, ""Let's have a blank.""",62,ball,baby,no,ball,yes,ball,yes,baby,no,party,no,baby,no,,,
73,43,60,2,A,"Irene said, ""Every time I dance with Marvin, his blank tickles me.""",61,mustache,mustache,yes,buttons,no,mustache,yes,bowtie,no,beard,no,mustache,yes,,,
73,43,61,1,B,Jack asked Brett to warm his blank.,63,bed,coffee,no,back,no,feet,no,bed,yes,seat,no,coffee,no,,,
73,43,61,1,A,"Helen said, ""Before we go any further, Steve, I think I should tell you I'm blank.""",61,married,married,yes,married,yes,pregnant,no,pregnant,no,drunk,no,pregnant,no,,,
73,43,61,2,B,Leonard works in a prune factory. His job is to blank them.,63,pit,pit,yes,pit,yes,pit,yes,,,wrinkle,no,seed,yes,,,
73,44,61,2,A,John can't stand the smell of Mary's blank.,61,perfume,,,,,breath,no,perfume,yes,cooking,no,,,,,
73,44,62,1,B,"Bob said, ""My new girlfriend has three blanks.""",64,dogs,ex-boyfriends,no,brothers,no,cavities,no,cars,no,dogs,yes,cats,no,,,
73,44,62,1,A,"When Irving parachutes from a plane, instead of yelling Geronimo, he yells blank.",63,help,help,yes,help,yes,shalom,no,help,yes,oy vey,no,help,yes,,,
73,44,62,2,B,Arthur cheated on his blank.,64,test,wife,no,wife,no,wife,no,,,,,,,,,
73,45,63,1,B,The Jolly Green Giant has a giant green blank.,65,body,thumb,no,wife,no,nose,no,nose,no,thumb,no,bean,no,,,
73,45,63,1,A,"At their wedding reception, Jack and Brett had twenty pounds of chopped chicken livers sculpted in the shape of blank.",63,a bridegroom,bride and groom,yes,a breast,no,chicken,no,a racehorse,no,tony randall,no,hearts,no,,,
73,45,63,2,B,"Ted said to Alice, ""Call up Bob and Carol and see if they'd like to blank with us tonight.""",65,eat,sleep,no,play,no,play,no,eat,yes,sleep,no,play,no,,,
73,45,63,2,A,Christine keeps herself flexible because she's a blank.,63,dancer,,,athlete,no,nut,no,contortionist,no,acrobat,no,dancer,yes,,,
73,46,64,1,A,"Linda said, ""Larry, do you know how drunk you were last night? You tried to blank in the birdbath!""",66,swim,swim,yes,dive,no,swim,yes,jump,no,sit,no,wash,no,,,
73,46,64,1,B,"Just as the lion tamer put his head in the lion's mouth, the lion blanked.",63,sneezed,smiled,no,burped,no,burped,no,belched,no,hiccuped,no,belched,no,,,
73,46,64,2,B,"Sam said, ""I'm sorry I'm late for the party, folks, but my blank got stuck.""",66,car,,,car,yes,,,car,yes,zipper,no,car,yes,,,
73,46,64,2,A,"Marcia said, ""It'll be a long time before I ever have another blank.""",63,baby,vacation,no,drink,no,,,baby,yes,baby,yes,baby,yes,,,
73,46,65,1,B,"Sir Gallahad said, ""The trouble with wearing armor is that it makes it hard to blank.""",67,walk,sit,no,hug,no,sit,no,go to the bathroom,no,sit down,no,go potty,no,,,
73,46,65,1,A,"Did you hear about the new life size Raquel doll? Push a button, and she blanks.",66,makes love,acts,no,cries,no,cheesecakes,no,lights up,no,busts,no,busts out,no,,,
73,47,65,2,B,Edgar picked his blank carefully.,67,nose,nose,yes,nose,yes,ties,no,seat,no,nose,yes,nose,yes,,,
73,47,65,2,A,Milton only dated girls who were blank.,66,pretty,blonde,no,fast,no,jewish,no,,,,,,,,,
73,47,66,1,A,"While Stephanie was sunbathing, a pair of butterflies landed on her blank.",68,behind,belly button,no,boobie,no,boobies,no,butt,yes,buttocks,yes,bosom,no,,,
73,47,66,1,B,"While having dinner at the White House, Martha found a blank in her soup.",67,fly,subpoena,no,subpoena,no,microphone,no,sleeping pill,no,bug,no,bug,no,,,
73,47,66,2,A,"Before Bobby married Elaine, he was known as the wolf. Now they call him the blank.",68,lamb,delivery man,no,wolf,no,lamb,yes,,,,,lamb,yes,,,
73,47,66,2,B,Frank kept a picture of blank on the wall so he could throw darts at it.,67,his wife,wife,yes,mia,no,boss,no,his ex-wife,yes,nixon,no,,,,,
73,48,67,1,B,"In a fit of anger, Otto bit his blank.",69,tongue,lip,no,tongue,yes,lip,no,wife,no,tongue,yes,tongue,yes,,,
73,48,67,1,A,"In Sally's line of work, she's not worried about being replaced by a machine. She's a blank.",68,wife,wife,yes,mother,no,hooker,no,hooker,no,hooker,no,girl,no,,,
73,48,67,2,B,"David said, ""Shirley is so skinny, whenever I hold her in my arms, she feels like a blank.""",69,stick,umbrella,no,,,boy,no,stick,yes,,,,,,,
73,48,67,2,A,"Hilbert is so shy, he hides whenever his wife blanks.",68,disrobes,,,undresses,yes,strips,yes,takes her clothes off,yes,showers,no,undresses,yes,,,
73,49,68,1,A,"The police commissioner said, ""I think Batman and Robin are blank.""",70,queer,queer,yes,queers,yes,divine,no,lovers,no,married,no,fairies,yes,,,
73,49,68,1,B,It's easy to get blank in New York.,68,mugged,drunk,no,mugged,yes,lost,no,love,no,sexually fulfilled,no,mugged,yes,,,
73,49,68,2,B,"John's so cheap, on his first date with Mary, all they did was blank.",70,park,,,,,watch tv,no,sit around,no,talk,no,,,,,
73,49,68,2,A,The musician blew so hard on his trumpet that his blank popped out.,68,teeth,eyes,no,,,shirt,no,tummy,no,shirt,no,,,,,
73,49,69,1,B,"Every morning, Snow White would blank the Seven Dwarves.",71,wake,feed,no,count,no,wash,no,feed,no,kiss,no,kiss,no,,,
73,49,69,1,A,"Marcia called her mother at three in the morning and said, ""Guess what, Mom? Milton and I are in blank!""",70,las vegas,bed,no,pittsburgh,no,jail,no,las vegas,yes,bed,no,trouble,no,,,
73,50,69,2,A,"Mr. Rich is so loaded, he uses hundred dollar bills for blank.",71,to light his cigar,lighting his cigars,yes,tips,no,tips,no,napkins,no,note paper,no,lighting cigarettes,yes,,,
73,50,69,2,B,Everyone watched in amazement as Tonto blanked the Lone Ranger.,70,shot,kissed,no,scalped,no,kissed,no,,,shot,yes,kissed,no,,,
73,50,69,tie1,A,"Santa Claus got really hungry, so he ate one of the blanks.",71,reindeer,reindeer,yes,kids,no,elves,no,reindeer,yes,elves,no,reindeer,yes,,,
73,50,69,tie1,B,Name a cold drink.,70,lemonade,coke,no,ice water,no,iced tea,no,a martini on the rocks,no,,,,,,,
73,50,70,1,B,"The hotel clerk gulped when he saw that the name on the register read, ""Harry and his trained blanks.""",72,dogs,seals,no,fleas,no,seals,no,seals,no,seals,no,seals,no,,,
73,50,70,1,A,"Whenever Sally feels romantic, her blank starts to wiggle.",71,bottom,behind,yes,nose,no,nose,no,behind,yes,ears,no,nose,no,,,
73,51,70,2,A,Harry the lion tamer lost his blank.,72,chair,head,no,head,no,nerve,no,whip,no,head,no,,,,,
73,51,71,1,A,"The old hen said to the young hen, ""That's not an egg you're sitting on, honey, that's a blank!""",73,baseball,golf ball,no,rooster,no,stone,no,white doorknob,no,eight ball,no,chick,no,,,
73,51,71,1,B,"Howard's tongue was so long, it got in the way every time he tried to blank.",71,kiss,shave,no,tie his shoelaces,no,spit,no,kiss somebody,yes,whistle,no,smooch,yes,,,
73,51,71,2,B,"Dr. Welby said, ""Nobody knows this, but I always blank before I operate.""",73,take a drink,sweat,no,kiss elena verdugo,no,spit,no,wash up,no,wash,no,,,,,
73,52,72,1,B,"Beef is so expensive, Danny swapped his blank for a sirloin steak.",74,bicycle,wife,no,car,no,car,no,virtue,no,wife,no,wife,no,,,
73,52,72,1,A,"Wilbur said, ""My new air conditioner is just too powerful. I woke up this morning with icicles on my blank.""",71,nose,nose,yes,nose,yes,toes and nose,yes,nose,yes,eyebrows,no,nose,yes,,,
73,52,72,2,A,"Marion said to Joe, ""I came to Hollywood to be an actress, but I ended up being a blank instead.""",74,model,wife,no,waitress,no,,,,,,,,,,,
73,52,73,1,B,Jane accidentally nailed John's blank to the wall.,75,shirt,hand,no,hat,no,coat,no,arm,no,tie,no,mother,no,,,
73,52,73,1,A,"Tom Thumb is so short, he has to climb up a stepladder to blank.",71,wash,wash,yes,wash his hands,yes,spit,no,go to the bathroom,no,eat,no,brush his tooth,no,,,
73,53,73,2,A,Herman nearly blanked his nose off.,75,shot,blew,no,blew,no,blew,no,blew,no,blew,no,,,,,
73,53,74,1,B,Lorraine was ejected from the movie theater for throwing her blank over the balcony.,76,popcorn,husband,no,popcorn,yes,cup,no,coat,no,undies,no,date,no,,,
73,53,74,1,A,"Sally said, ""I went dancing with a guy called Pinocchio last night and got a splinter in my blank.""",71,shoulder,ear,no,neck,no,lip,no,lip,no,neck,no,nose,no,,,
73,53,74,2,B,"""Oh no!"" cried Harry. ""You just ate Selma, my pet blank!""",76,spider,snake,no,,,frog,no,snake,no,hen,no,fish,no,,,
73,53,74,2,A,John's a little strange. He sent out engraved invitations to his blank.,71,party,funeral,no,birth,no,operation,no,wake,no,funeral,no,funeral,no,,,
73,54,75,1,A,"One spy said to the other, ""Be careful about what you say to Marilyn. Her blank is really a microphone.""",77,earring,nose,no,bra,no,corsage,no,mouth,no,bra,no,earring,yes,,,
73,54,75,1,B,"The St. Bernard dog said, ""I've got a big problem. I'm helplessly in love with a blank.""",76,cat,dachshund,no,canary,no,drunk,no,pussycat,yes,rug,no,poodle,no,,,
73,54,75,2,A,You could tell he was a Martian by his blank.,77,color,green face,yes,antenna,no,antenna,no,antenna,no,appearance,no,,,,,
73,54,75,2,B,"Ben said to Charlie, ""Boy, did we have fun last night. Eight of us got into one blank.""",76,phone booth,car,no,bed,no,bed,no,,,car,no,telephone booth,yes,,,
73,54,75,tie1,A,"One lady cow said to another, ""Hey, have you seen the handsome new blank?""",77,bull,bull,yes,stud bull,yes,bull,yes,milkman,no,bull,yes,milkman,no,,,
73,55,75,tie1,B,"The day after the party, Leonard went back to look for his blank.",76,underwear,date,no,wife,no,date,no,,,shorts,yes,,,,,
73,55,76,1,A,"Martin said to Gilda, ""You look perfectly ridiculous with a Band-Aid on your blank.""",78,nose,nose,yes,lip,no,nose,yes,navel,no,nose,yes,nose,yes,,,
73,55,76,1,B,"Little John said to Big John, ""How old do I have to be before I can blank like you?""",77,date,talk,no,kiss,no,fight,no,play ball,no,swear,no,shave,no,,,
73,55,76,2,B,"When the young lady screamed, Gil realized he was in the wrong blank.",78,bedroom,,,bed,no,,,bedroom,yes,,,,,,,
73,55,76,2,A,"At the hippie wedding, the bride and groom wore blank.",77,bathing suits,beads,no,levis,no,,,,,,,,,,,
73,56,77,1,A,Molly fed Jake nothing at all but chicken soup until he finally blanked.,79,cackled,croaked,no,died,no,vomited,no,died,no,threw up,no,converted,no,,,
73,56,77,1,B,"When little Mabel dances with big Wilt, her nose touches his blank.",78,chest,belt buckle,no,navel,no,belt buckle,no,belt buckle,no,navel,no,belt buckle,no,,,
73,56,77,2,B,"Robinson Crusoe said to Friday, ""We've been on this island together for twenty years. Let's blank.""",79,get married,build a fire,no,dance,no,get married,yes,leave,no,get married,yes,get out,no,,,
73,56,77,2,A,Herman flew all the way to Brooklyn to look up Janet's blank.,78,phone number,address,no,skirt,no,address,no,sister,no,parents,no,,,,,
73,56,78,1,B,"The morning after the party, Harry said, ""Boy, my mouth tastes like somebody left their blank in it.""",80,socks,shoes,no,dirty socks,yes,glove,no,foot,no,socks,yes,foot,no,,,
73,57,78,1,A,The princess gave the handsome knight the key to her blank.,79,chastity belt,chastity belt,yes,heart,no,castle,no,heart,no,kingdom,no,chamber,no,,,
73,57,78,2,B,"Albert works at the mint, and today he blanked a million dollars.",80,made,printed,yes,,,stole,no,stole,no,,,coined,yes,,,
73,57,78,2,A,"The Eskimo's wife said, ""I'm sorry dear, but you'll have to wait until my blank thaws.""",79,clothes,,,igloo,no,meat,no,hands,no,,,,,,,
73,57,79,1,B,"The president said to his new secretary, ""Let me make one thing perfectly clear. I'm only hiring you because you blank so well.""",81,make love,cover up,no,type,no,lie,no,lie,no,bug,no,sit,no,,,
73,57,79,1,A,"Mr. Big Shot bragged, ""Fellas, I just insured my wife's blank for a million dollars.""",80,body,diamonds,no,diamonds,no,life,no,life,no,jewelry,no,life,no,,,
73,58,79,2,B,"Kathy said, ""Every girl that went to Larry's New Year's Eve party got blank.""",81,drunk,drunk,yes,bombed,yes,drunk,yes,a bottle of arpege,no,preggie,no,kissed,no,,,
